կազմում,192989
դարի,87630
իրենց,83474
ինդեքս,40938
երկրամաս,40203
թվում,38840
ներառում,30283
ենթարկում,29615
գրված,28412
գրված,28412
իրեն,24956
ստեղծվել,24633
կատարում,23451
պատկանում,21958
նվիրված,21485
մարզում,20644
պարամետր,19907
թողարկվել,19853
նշանակում,18861
ապրում,18789
աշխատում,17829
միավոր,17437
պահպանվել,17161
սկսում,15634
դրամա,15258
ընկած,15186
կախված,14033
համարում,13219
ներքո,12976
ստիպված,12835
պնդում,12653
փորձում,12568
փոխարեն,11983
փոխարեն,11983
կոմունա,11874
ցանկում,11672
նշում,11469
նշանակվել,11085
սյուժե,10716
հոսում,10411
ծովային,9913
ամսաթիվ,9500
պատմում,9188
հանդեպ,9148
պահանջում,8944
գրում,8732
սերիա,8462
ընդգրկվել,8456
գրվել,8444
դիմաց,8368
տեղում,8057
խնդրում,7862
կոչված,7715
այդպիսի,7703
արտիստ,7685
օսկար,7679
գտնում,7575
գրավում,7570
տարում,7178
պրեմիեր,7173
կատարվել,7147
բայթ,6675
անվանվել,6499
տպագրվել,6120
տարածում,6000
վանի,5998
սոցիալ,5881
ստացված,5738
երիտ,5537
մեդալակիր,5511
բնօրինակ,5432
ծառայում,5403
էպիզոդ,5308
հիմնել,5147
շարքի,5075
պայքարում,5047
հոգեկան,5017
անցկացվել,4888
տեղադրվել,4750
համարվել,4737
գլխավորել,4691
նպաստում,4599
խմբում,4581
ռոմանտիկ,4547
մանկավարժ,4435
դոմեն,4327
պահպանում,4301
դատա,4237
պահում,4235
շրջանային,4202
վաճառվել,4174
այսպիսի,4113
գլոբուս,4100
սովորում,4084
մայոր,4017
հայտնում,3994
գավաթակիր,3944
ուղարկում,3890
անունից,3883
փայտե,3861
կապում,3855
մաքսիմ,3842
դինամո,3835
խանգարում,3818
ամենաշատ,3800
վարում,3795
վարում,3795
ճանաչված,3781
թիմին,3719
տարել,3692
կոմի,3691
ավտոմատ,3683
երգում,3636
ների,3596
առթիվ,3568
բանակում,3552
հիմնվել,3551
նկարում,3447
աստղային,3438
ներառվել,3374
սպանում,3370
օրիգինալ,3304
պատկերում,3299
մելոդրամա,3277
մահացած,3262
սպասում,3236
տիտղոս,3234
նվազում,3226
հանգեցնել,3200
հակված,3145
մարզային,3129
արժեքավոր,3125
նստած,3087
սիմֆոնիկ,3043
վայոց,3035
քոլեջ,3029
առաջացնել,3014
միսս,2966
ուղարկվել,2930
օկրուգ,2894
այցելում,2885
բերվել,2861
դիվիզիոն,2848
վերա,2819
օժտված,2816
պոտենցիալ,2814
կարգում,2814
պատրիկ,2806
ավերվել,2792
քանիսը,2790
վիկտորիա,2787
հաղթում,2754
սպարտակ,2737
մտածում,2727
հնչում,2705
փնտրում,2693
ծրագրում,2685
ստիպում,2679
լեդի,2675
հրավիրվել,2657
թերթում,2643
պատված,2624
բանտում,2614
պորտալ,2606
նկատի,2602
անանուն,2595
խախտում,2579
մեդիա,2559
շոու,2539
կանգ,2456
ընտրում,2450
սոլո,2435
հեռացվել,2429
ջոկատ,2426
արմատական,2426
լորդ,2414
փակվել,2409
բանակային,2373
չեղյալ,2370
ջերմային,2338
նկարագիր,2317
խուտոր,2298
հաջորդում,2292
ռեկորդ,2275
գրանդ,2273
դրվել,2269
փոխում,2265
օպերացիոն,2225
բաշկիրներ,2212
հավելյալ,2193
նկատելի,2181
կետի,2152
ջրում,2150
փախել,2141
բազմամյա,2112
հավաքվել,2110
գրունտ,2075
հրեաներ,2074
նվագում,2065
էներգետիկ,2043
հրաչյա,2041
տառապում,2023
առօրյա,2009
բուլվար,1996
տպագրել,1996
հորինված,1987
փոխանցվել,1983
վայելում,1975
հեղինակել,1963
հրավիրում,1961
անբավարար,1941
նախագծում,1941
դիտարկում,1927
էնդի,1917
արձակվել,1912
դիտարկել,1892
ռմբարկու,1890
տարբերում,1883
նետում,1878
ակտիվիստ,1867
փողոցային,1857
լեգեոներ,1848
ծովինար,1844
վիրտուալ,1816
ծխական,1814
բխում,1811
գարիկ,1793
վեստ,1790
գնահատվել,1785
վաճառում,1784
մեղադրում,1783
խթանում,1782
կապիտալ,1780
կողմնակից,1777
լքում,1774
վալտեր,1767
դիվիզիա,1767
դինամիկ,1758
նվազեցնել,1758
վարդուհի,1751
հակասում,1745
պասիվ,1729
հարկում,1708
սենատոր,1704
բեմադրել,1697
կոլեկտիվ,1696
ֆորմատ,1676
դիզայն,1641
նապոլեոն,1638
սուպեր,1634
աստղագետ,1633
ընդգծում,1630
զարգացնել,1618
ազատական,1602
վիքիմեդիա,1594
ոչնչացվել,1587
պտղի,1565
փրկում,1558
թռչում,1551
ալֆա,1530
նկատվել,1527
մատուցում,1522
առընթեր,1521
սփյուռք,1504
քինգ,1494
հանձնում,1486
չարթ,1484
բնութագիր,1472
մետալ,1466
բետա,1462
վիդեո,1453
մենեջեր,1448
լեգենդ,1445
որոշվել,1445
ինքնատիպ,1440
տեքստիլ,1438
հռչակվել,1422
արդեններ,1421
կնքում,1419
մարս,1398
արենա,1391
կիսում,1386
լյուկ,1379
որոշիչ,1367
կանչում,1364
տեղացի,1363
էֆեկտ,1362
պոլիս,1356
սատուրն,1345
ուսուցում,1343
շահի,1329
միասյուն,1317
վահագն,1311
լրջորեն,1308
կնքվել,1302
խաչիկ,1298
իսրայելցի,1298
սերում,1289
սասանյան,1284
կոմպլեքս,1280
վիլլա,1278
գենետիկ,1271
դրվագում,1267
դադարում,1265
սուլ,1264
ցրված,1249
ընտրանի,1242
նախագծվել,1242
դեբյուտ,1239
բռնում,1238
լարված,1238
ուղեկցում,1236
ստորջրյա,1233
փրկվել,1232
ոսկեգույն,1223
մեկական,1221
ցուցանիշ,1216
վեներա,1214
խուսափում,1201
ծածկում,1193
տեսաբան,1181
հրամայում,1180
բախվել,1171
դեսպանորդ,1170
ձեռնամուխ,1169
հաջողված,1168
ժողովում,1165
հիմնում,1152
պատրիարք,1142
հատվել,1141
համոզում,1139
թուրքեր,1138
շեյխ,1128
գյուղակ,1126
կոտրված,1121
ֆորդ,1121
սոպրանո,1115
մոնտաժ,1111
զբոսայգի,1111
լողացող,1104
խմբագրում,1092
հույներ,1089
նստավայր,1086
սուբյեկտ,1077
ներդրվել,1077
ռեակտիվ,1075
ապահովված,1055
կազմած,1051
կազմած,1051
խոտածածկ,1049
դեղամիջոց,1045
պայթուցիկ,1032
սիբիրյան,1025
կրկնում,1022
զրկվել,1014
կոմիսար,1013
թերապիա,1013
ռեժիմ,1009
սարի,1008
բլյուզ,986
դուբլ,982
ցանցում,982
սիմֆոնիա,980
ճակատում,974
ծառուղի,973
ռաունդ,971
բրենդի,970
թայմս,967
մերժվել,964
մեխանիկա,961
ստանձնում,958
ալբանացի,955
տիրող,950
գցում,945
ամրապնդել,943
մաշտոց,941
փոխազդում,941
կանխում,940
մուսա,939
ժանրային,939
ներգրավել,934
պոետ,932
խմում,931
ապարդյուն,930
հարվածում,929
գրաֆիկ,929
դարձերես,927
կտրում,924
ֆուտ,922
գոլդեն,917
օնլայն,916
դիտարկվել,916
չափում,915
կանգնում,914
բնաշխարհ,912
անգույն,905
կոմունալ,901
հրում,898
կանցլեր,894
ստեռլինգ,891
ցենտ,888
ամերիկան,886
վերանայել,885
փոխտնօրեն,877
ֆրից,877
ասորական,877
ասիստենտ,866
պրովինցիա,862
մեկնաբան,861
լեռնանցք,854
մյուզիքլ,851
մեթոդական,845
վիմական,843
այրում,838
ուղղաձիգ,837
ռակետ,832
հորդանան,828
գրավվել,828
կորի,827
վարքագիծ,825
արմինե,822
ավանգարդ,818
տիրում,818
բատիստ,817
պոկում,815
գործածվել,809
միսիս,805
կրակում,803
իշխում,802
հողում,796
դիմակայել,796
հեպատիտ,795
ստերլինգ,784
կողքի,782
շտապում,781
տարբերվել,778
ատում,777
բեմադրիչ,775
նվիրվել,775
դուետ,774
ֆլորա,774
պարզում,765
էմպիրիկ,763
գործակից,760
նահանջ,759
հաուս,758
երկուական,755
ֆեդերացիա,754
ուղղիչ,753
բացառում,752
գամմա,751
զարդարում,751
ծաղրում,749
ապոլոն,749
շեղում,746
գծում,746
հետաձգվել,745
ախտորոշիչ,744
գերիշխում,740
լուծարվել,740
հասցվել,734
կամպանիա,733
պանամա,731
ծավալում,730
տիրույթ,727
նացիոնալ,722
այցելու,715
դելտա,715
օծվել,713
դասում,711
արագած,709
մանդատ,707
հուշում,706
մալագա,706
թոքի,705
գնվել,704
գերման,700
թեմական,695
հաղորդվել,695
ավելացում,691
ֆորում,683
կլանում,680
գովազդում,680
անալիտիկ,676
քլարկ,675
տարան,672
գավառակ,670
լիցենզիա,670
դասախոսել,669
պատկերվել,664
սկանդալ,663
լեյլա,663
վրձնել,661
քննիչ,660
մեխանիկ,660
պահանջվել,659
թափառող,659
վաչե,655
ոգեշնչվել,655
զորացրվել,655
ֆոնդ,654
հրահանգիչ,652
որսում,648
հասնող,647
հասնող,647
միանման,645
պատվիրակ,644
թեքված,641
տենոր,640
սերբեր,640
ֆորմուլա,639
բուժվել,637
տոնում,637
հատկացվել,636
նկարվել,634
կուտակում,632
վիքիդարան,632
նոտր,630
շերիֆ,628
թալեր,627
պիոներ,626
կայացվել,626
ձախողվել,625
թափանցում,623
անլար,622
կաթված,621
վարդի,619
կերակրում,617
ցիկլ,616
միանձնյա,615
նախորդում,614
գանձակ,607
կատալոգ,606
ծաղկող,605
կամիլ,603
կենսակերպ,602
հաշվարկել,602
մանվել,601
աշակերտել,600
ծագող,599
հավակնում,598
վստահում,597
գաճաճ,596
ավրորա,596
անալիզ,594
դավանում,594
տնտեսուհի,593
խփում,592
ստացում,592
կաթով,591
մարիներ,591
զրկված,588
սեղմում,587
մետալուրգ,586
տիրապետող,585
բալի,582
սխեմա,581
ալպերի,581
պատճառում,580
բորդո,573
ենթադրենք,572
գրաֆ,570
փլուզվել,568
հովիկ,567
զրահապատ,565
նորմա,564
բյուրո,562
վեգա,561
տեղեկագիր,560
չարագործ,559
ուսմունք,556
մանի,554
դքսուհի,552
խառնում,552
խորվաթներ,552
դելի,552
ատլաս,551
ուղեգիր,551
բեռնում,548
հռչակում,547
խաչենի,547
տեսականի,546
իմամ,543
ռելիեֆ,541
տպագրում,541
միստիկ,540
քրդեր,540
խնձորի,540
գրաֆիկա,539
բողոքում,538
համենայն,538
ռենտգեն,537
հակա,536
նախատիպ,533
աչքով,532
անջատում,531
ողջունում,531
կինետիկ,531
բանկիր,529
մեծաթիվ,528
շեշտում,526
կոնվենցիա,526
հաշվետու,525
զառիթափ,524
վարդենիս,523
նստատեղ,521
համալրվել,521
սպառում,517
քանդված,517
ավտորիտար,516
բնադրում,515
մինոր,514
դասվել,514
ալֆոնս,513
հերցոգ,512
անջատվել,511
հարգում,510
քաշվել,510
բնանկար,509
դիջեյ,508
ցուցիչ,508
կոնցերտ,504
դերբի,503
դատավճիռ,503
պակասում,503
լեգեոն,501
ջնջվել,499
մաշա,499
բաքս,498
լուծվել,498
ինքնագնաց,497
հակում,497
ռոյալ,497
կոսմետիկ,497
տիրան,496
բեռլինյան,495
պալմա,494
կայացնել,493
ընկալել,493
գիմնազիա,492
հագած,492
հրթիռներ,491
զվարթնոց,490
ունիտար,490
տրանս,490
սինթեզ,489
շրջադարձ,487
իրանից,487
կիտրոնի,486
հայկուհի,483
խնամքով,483
ֆեմինիզմ,482
գենետիկա,481
գրոց,480
փոխադրվել,479
ձգում,478
հանքավայր,477
ռուսահայ,476
ընկալվել,475
նետվել,474
օղակներ,473
մետա,472
համալրում,472
կերպարում,471
մաքսի,471
հսկում,470
կադր,469
շապուհ,468
միապետ,466
եռյակ,466
խոռոչում,464
լայնակի,463
անխել,462
բենդի,462
խաղընկեր,461
կոկա,460
դոմինանտ,460
հնչակյան,460
սոնատ,459
դինա,459
ինֆեկցիոն,458
բնագետ,458
անապահով,457
էրմիտաժ,456
լոգան,455
կանչվել,454
ֆանտաստ,453
համասեռ,452
թուրքահայ,452
դրդում,451
անիմացիա,451
խոջա,450
իջեցնել,450
լիցք,448
ցնցում,448
որակել,448
բնակատեղի,447
դեպրեսիա,447
լրաբեր,446
դոննա,445
բրիստոլ,443
դարավոր,441
ջնջում,441
կոտրվածք,439
վերացում,438
ձախողված,438
ստանիցա,438
պլյուս,438
վարձում,437
հորմոն,437
ծնում,436
վերապրել,435
կլինիկա,435
տանկեր,434
օքսիդ,433
միջադեպ,431
վանում,431
ուղղվել,431
պահեստի,430
ակցիա,429
սունգ,427
ածխաջրեր,426
ֆրանսախոս,424
սլալոմ,423
պատվիրում,422
նովել,422
կեղծանուն,422
հատող,421
ցամաքում,421
սովորող,420
ընձեռում,417
արշավում,416
վալի,415
հայկազյան,414
խավարում,413
հայրապետ,413
լիման,413
լքվել,413
թալանել,410
հուշագիր,409
լուծույթ,407
ալբիոն,405
ներշնչվել,405
զենիթային,404
ֆանտազիա,403
թափանցել,402
նվաճվել,399
կեցվածք,398
եփում,398
ներածական,398
տարազ,397
փոփոխում,396
ծավալվել,396
տերմինալ,395
կախում,394
բնակեցվել,394
մենախաղ,393
մանկագիր,393
սիմիձու,392
աշխատուժ,391
գահապահ,391
եռահարկ,390
ուսի,390
նահանջում,390
սնամեջ,388
ֆիզիոլոգ,388
լիրա,387
կղզեխումբ,387
հրաձիգ,386
զուգախաղ,386
ֆոտոմոդել,386
գովաբանել,386
արամյան,385
հենակետ,385
գծապատկեր,385
այնինչ,384
նովելներ,383
ծեծում,382
քվանտ,382
ավազային,379
զրուցում,379
լսարան,378
մարում,378
թատերագիր,377
տեղաշարժ,377
խնամում,376
թալիսման,376
պահանջող,376
ֆինալիստ,375
